Serial Vector,4,0.118216
Serial Vector,4,0.123269
Serial Vector,8,0.108711
Serial Vector,8,0.117688
Serial Vector,16,0.12065
Serial Vector,16,0.125279
Serial Vector,32,0.111046
Serial Vector,32,0.119744
Serial Vector,64,0.125046
Serial Vector,64,0.12897
Serial Vector,128,0.133739
Serial Vector,128,0.144603
Serial Vector,256,0.17597
Serial Vector,256,0.176057
Serial Vector,512,0.210244
Serial Vector,512,0.214212
Serial Vector,1024,0.320219
Serial Vector,1024,0.330912
Serial Vector,2048,0.506655
Serial Vector,2048,0.528628
Mutex Lock,2,0.205067
Mutex Lock,2,0.220644
Mutex Lock,4,0.210116
Mutex Lock,4,0.221733
Mutex Lock,8,0.20894
Mutex Lock,8,0.224244
Mutex Lock,16,0.2101
Mutex Lock,16,0.221692
Mutex Lock,32,0.216278
Mutex Lock,32,0.230149
Mutex Lock,64,0.225092
Mutex Lock,64,0.242165
Mutex Lock,128,0.244899
Mutex Lock,128,0.260215
Mutex Lock,256,0.29233
Mutex Lock,256,0.305619
Mutex Lock,512,0.475859
Mutex Lock,512,0.490491
Mutex Lock,1024,0.556036
Mutex Lock,1024,0.576808
Mutex Lock,2048,0.888875
Mutex Lock,2048,0.911271
Conditional Mutex,2,0.197571
Conditional Mutex,2,0.20827
Conditional Mutex,4,0.190489
Conditional Mutex,4,0.205011
Conditional Mutex,8,0.135061
Conditional Mutex,8,0.148056
Conditional Mutex,16,0.140587
Conditional Mutex,16,0.14745
Conditional Mutex,32,0.138414
Conditional Mutex,32,0.149704
Conditional Mutex,64,0.147932
Conditional Mutex,64,0.157985
Conditional Mutex,128,0.16378
Conditional Mutex,128,0.177708
Conditional Mutex,256,0.199583
Conditional Mutex,256,0.207297
Conditional Mutex,512,0.250178
Conditional Mutex,512,0.26671
Conditional Mutex,1024,0.38092
Conditional Mutex,1024,0.399224
Conditional Mutex,2048,0.598036
Conditional Mutex,2048,0.627326
Conditional Mutex-alt,2,0.137824
Conditional Mutex-alt,2,0.13993
Conditional Mutex-alt,4,0.136932
Conditional Mutex-alt,4,0.139518
Conditional Mutex-alt,8,0.190082
Conditional Mutex-alt,8,0.192235
Conditional Mutex-alt,16,0.135236
Conditional Mutex-alt,16,0.136698
Conditional Mutex-alt,32,0.138496
Conditional Mutex-alt,32,0.139
Conditional Mutex-alt,64,0.142818
Conditional Mutex-alt,64,0.143296
Conditional Mutex-alt,128,0.154633
Conditional Mutex-alt,128,0.161413
Conditional Mutex-alt,256,0.199496
Conditional Mutex-alt,256,0.200171
Conditional Mutex-alt,512,0.242863
Conditional Mutex-alt,512,0.249367
Conditional Mutex-alt,1024,0.372358
Conditional Mutex-alt,1024,0.373085
Conditional Mutex-alt,2048,0.576465
Conditional Mutex-alt,2048,0.594095
T merge,2,0.0523671
T merge,2,0.0610879
T merge,4,0.0395476
T merge,4,0.042913
T merge,8,0.0354249
T merge,8,0.0367374
T merge,16,0.0292646
T merge,16,0.0328058
T merge,32,0.0317316
T merge,32,0.0337117
T merge,64,0.0331928
T merge,64,0.0332998
T merge,128,0.0389492
T merge,128,0.0394102
T merge,256,0.0468037
T merge,256,0.0470457
T merge,512,0.0610857
T merge,512,0.0614109
T merge,1024,0.0924081
T merge,1024,0.101774
T merge,2048,0.159157
T merge,2048,0.168537
Original,2,0.163282
Original,2,0.172241
Original,4,0.112888
Original,4,0.119199
Original,8,0.110352
Original,8,0.115655
Original,16,0.10959
Original,16,0.115149
Original,32,0.114909
Original,32,0.119392
Original,64,0.11969
Original,64,0.124361
Original,128,0.196958
Original,128,0.208367
Original,256,0.161439
Original,256,0.172368
Original,512,0.217129
Original,512,0.224366
Original,1024,0.323873
Original,1024,0.338954
Original,2048,0.513445
Original,2048,0.533187
Serial Vector,2,0.118878
Serial Vector,2,0.12484
Serial Vector,4,0.110304
Serial Vector,4,0.11396
Serial Vector,8,0.157064
Serial Vector,8,0.165754
Serial Vector,16,0.112081
Serial Vector,16,0.116832
Serial Vector,32,0.16751
Serial Vector,32,0.173315
Serial Vector,64,0.123927
Serial Vector,64,0.12682
Serial Vector,128,0.135347
Serial Vector,128,0.145322
Serial Vector,256,0.16368
Serial Vector,256,0.167389
Serial Vector,512,0.217474
Serial Vector,512,0.225133
Serial Vector,1024,0.324938
Serial Vector,1024,0.32877
Serial Vector,2048,0.51795
Serial Vector,2048,0.529568
Mutex Lock,2,0.230816
Mutex Lock,2,0.24249
Mutex Lock,4,0.207075
Mutex Lock,4,0.221563
Mutex Lock,8,0.208959
